SYMBOL,avg -log10(p)
PRMT8,1.838238909
REV3L,1.849304949
KLHL10,1.806515191
IL31,1.847987
XPR1,1.777232098
ZNF385C,1.845819568
TMEM102,1.845332622
ARMC3,1.844906992
KMT2C,1.844663963
SIM2,1.844542499
TCN2,1.843420564
ADORA1,1.57244221
MCM6,1.841366159
BNIPL,1.840703573
FAM228B,1.83989178
LPCAT3,1.839321426
KCNQ3,1.838811743
SLC35E2A,1.838123123
GPR183,1.837824063
C17orf98,1.835082334
SCG2,1.834755674
FAM214B,1.833599491
OR8J1,1.832682665
CCDC91,1.832564506
RNMT,1.832564506
GAR1,1.832505438
KBTBD6,1.831944697
LRRC27,1.831856225
STAC3,1.831856225
SLC7A6OS,1.830531302
DCAF12,1.83047251
TGDS,1.830208046
SGTA,1.782394638
OR2V2,1.829005298
DCAF4,1.828976004
UGT2A2,1.828829565
LCN1,1.828185819
SPRR1A,1.827426256
DEFB136,1.827280339
PRAG1,1.614312406
RANBP9,1.666797033
AKAP8,1.82716364
TUBB3,1.826813732
MSH6,1.826638883
PARP10,1.569836813
HOXB5,1.826405861
CCDC177,1.825736619
MRPL32,1.824923279
ITGA3,1.824633169
ACAA1,1.82440122
TOPAZ1,1.82440122
OR14A16,1.823908741
FMO1,1.823792945
MGMT,1.823358983
TCAIM,1.655209435
NPR1,1.76867116
C4orf45,1.821973212
CUX2,1.562690636
CCNH,1.820132369
MAB21L3,1.818671013
ASIC2,1.818671013
THAP11,1.817585348
DIP2B,1.817328613
CNNM2,1.816189405
FZD5,1.814089715
GALE,1.636407579
MRNIP,1.812930729
MTTP,1.81276138
TNFRSF21,1.812507481
ZDHHC5,1.811634074
RXRA,1.810678159
CFAP410,1.810285158
NFATC3,1.80997662
CHERP,1.80759983
CHRNB1,1.8074883
CACNA2D2,1.806708397
TWF2,1.805763251
ACTB,1.804100348
THEMIS,1.802967681
PRRT1,1.801837961
RPL29,1.801535365
IL17RB,1.800958266
STK25,1.626840438
CHAC2,1.800464219
FCER2,1.800217406
GAD2,1.799368345
CTU2,1.799012781
TNF,1.799012781
NT5C3B,1.748264243
TRAPPC11,1.796504765
S100A12,1.796423225
NLRC5,1.795907162
P2RX3,1.795635795
SETD1B,1.795500176
NELFE,1.795283273
ABCF1,1.793767976
RSPH9,1.793416965
DEPDC5,1.7932011
ADAM17,1.793066238
COL9A3,1.793012305
SH3BGRL3,1.791800583
TFCP2L1,1.790726327
HNRNPK,1.633115504
TENT5B,1.789922376
PALMD,1.78968148
CEP55,1.789440718
ACAD10,1.789146635
ESRP2,1.789093186
OR4A16,1.788986309
CLDN14,1.788799338
GABRP,1.787625929
ITFG1,1.787412922
PTGR2,1.787253235
RTL6,1.591996279
PLPP1,1.786987221
NPAS4,1.786216701
SNRNP25,1.785633078
OSBPL3,1.679590003
FAM210A,1.784177445
C5orf47,1.784045356
ZNF852,1.707361928
SIGLEC6,1.781490753
DNTTIP2,1.780913443
MRPS24,1.78088722
RSPO3,1.780703702
PDK2,1.780363089
TAF5L,1.662970279
UBL5,1.77866402
CHCHD3,1.77785603
NOTCH3,1.777127523
FARP2,1.776867638
IARS2,1.776763727
KLHL26,1.776659841
C1orf229,1.776322384
KLK3,1.775933336
CILK1,1.775881489
COA8,1.775881489
CREB3,1.775415146
KCNT1,1.775182163
ZNF362,1.775156283
STX6,1.773683703
FAM174B,1.773632124
PTGER1,1.77342587
GID4,1.773039406
CIT,1.772987904
POT1,1.746480626
RIOX2,1.77270475
MRPL20,1.77162531
WDR26,1.757405692
SAMD14,1.77139435
MOG,1.771214799
DES,1.770932798
PTGER3,1.770369344
ATP5PB,1.770266977
ZNF551,1.768938389
ZNF546,1.768759851
CGRRF1,1.767868259
SEMA6A,1.76769016
OR8A1,1.767461282
KIF20B,1.767385017
PPT1,1.767308765
AIRE,1.7671563
TNRC6B,1.764488587
KRT84,1.766090547
H3C4,1.765837181
SLC35E4,1.765229705
YIPF4,1.765204412
OTULIN,1.764951562
HDAC5,1.764244365
POLR3K,1.763261256
CFLAR,1.762657371
DLX6,1.76250653
DRG2,1.761427038
B3GNTL1,1.761376895
GTF2E2,1.760975953
OR5M10,1.760550359
CCKBR,1.760400248
OR8B12,1.758602958
MYBPH,1.758453519
KPNB1,1.57415957
TFDP2,1.757433727
ALX1,1.757384042
RNF141,1.756837885
CD163,1.756341973
KRT83,1.756267635
C15orf61,1.755920893
ACY1,1.755524955
CD2BP2,1.755154091
TPD52L2,1.754339302
MSRA,1.754191323
OXCT1,1.753796958
PHETA1,1.753575285
PNPT1,1.753501419
SERBP1,1.752272167
C8orf87,1.750214824
SGIP1,1.749994972
UBE2L3,1.749409241
MX2,1.749043561
TIMM21,1.748799945
ABHD17B,1.748799945
PTPA,1.748799945
NAB2,1.748556465
CYLD,1.747996979
OGFR,1.53874614
TCF4,1.747365384
VPS25,1.746977166
SPRR2A,1.746613527
MEGF10,1.745669487
CRNN,1.745645308
TBC1D15,1.601197207
TJP2,1.55387263
FRMD4A,1.744221113
CD1D,1.744197015
WDR77,1.741985637
CHST13,1.740692879
SNRPD1,1.740406121
HECW1,1.739499302
WDR61,1.738951357
ZNF106,1.738285224
MYO15A,1.738047567
MYO1D,1.738047567
STX17,1.548648942
LTBP3,1.73781004
GOSR2,1.736056366
TGM2,1.735701753
DUS2,1.735441887
ZNF197,1.721005758
HOXA4,1.734946211
CYP4Z1,1.733392046
ACSS2,1.733180545
ZNF488,1.732781323
DHODH,1.731937122
EPHX3,1.674841167
KLHL11,1.707240134
FNTA,1.592938403
RFC2,1.730417014
OR11H6,1.730370326
PGBD1,1.729857085
CYP2S1,1.729065087
CRYBG3,1.72873939
BRAP,1.728553386
CNIH4,1.556514453
TSFM,1.727346303
IRX4,1.727137724
MRAP2,1.726859776
SPATC1,1.725726662
NLGN2,1.725057434
ZNRD2,1.725011318
FAM171A1,1.724849952
MIIP,1.724849952
URB2,1.608973602
KIF18A,1.72432017
SRSF12,1.723699075
OR2M5,1.723676089
NUBPL,1.722138762
PFAS,1.669281379
NR2E3,1.721566523
IER5,1.721292117
CDC27,1.720378678
SPRR3,1.720150618
OR5M3,1.720059427
PRDM2,1.719945466
ANXA1,1.719877104
IPO11,1.71942163
SMOC1,1.719080337
OR10S1,1.718875691
PLA2G4F,1.718307733
STAG3,1.718239628
FLNB,1.717672501
SREBF1,1.717309928
MTRR,1.71631441
RAB40C,1.579081426
RIMS4,1.620708173
WNT9B,1.715230987
CXXC1,1.714465194
DNAH9,1.714285203
LAT,1.714240217
EIPR1,1.714082803
SEMA3D,1.713453716
OR4C15,1.713072215
MNT,1.71170605
TDRD10,1.620318668
H2AC1,1.513267044
POLR3F,1.710589439
H4C8,1.710567136
NATD1,1.708867499
COX6C,1.710344169
SLC17A3,1.710210444
H4C1,1.709497939
MARCHF9,1.706412426
CCNL2,1.708853238
FAM89B,1.708719971
RHOG,1.697870437
PSORS1C1,1.707123951
C3orf22,1.706482762
UNK,1.706129408
DTYMK,1.706107333
TASOR2,1.705644015
CBS,1.705159164
CES2,1.704960971
LIG1,1.704542862
FRA10AC1,1.703839586
POLDIP2,1.70337868
UNC79,1.703071681
RBM28,1.702524007
CCDC71L,1.702151982
PAPSS1,1.702108236
CLLU1-AS1,1.702020756
GLB1L3,1.701408889
UBA2,1.701059637
BTF3L4,1.699665432
EPHA6,1.699513212
KLF2,1.699339312
SPAM1,1.699187206
ENTR1,1.699078592
FIGNL2,1.699056872
TMC5,1.648581895
COL24A1,1.698188977
CNTF,1.552243451
TP53INP2,1.697020063
EEF1AKMT3,1.696501554
TMEM14EP,1.695337167
SERF1B,1.695121882
CDHR4,1.694132943
EEF1E1,1.693424872
NDUFB2,1.533527949
UBXN4,1.606346869
MRPL28,1.565899021
OR4C16,1.692568148
OR10G2,1.692546752
SEMA3G,1.692503962
BDNF,1.692397006
SYNGAP1,1.691798539
NSG2,1.691499615
ARHGAP5,1.691392906
SYT4,1.69126489
MYOF,1.69066798
COX17,1.690093164
REG3A,1.689455371
CHI3L1,1.689285451
ARPC1A,1.689285451
EIF2A,1.68797082
PHKB,1.687547593
USP31,1.687293854
FAM200B,1.686702374
COX7A2L,1.535913034
EIF3B,1.685879866
FAF1,1.6856271
TSPYL5,1.685311349
ECM1,1.684554482
VANGL2,1.684302486
BTNL2,1.684302486
GUCA2B,1.6840926
PADI2,1.567548689
SLC17A6,1.683694098
KIAA1671,1.68329596
DHX57,1.68268898
INSL5,1.682542594
HMX3,1.680311107
C15orf32,1.680019983
GRK3,1.679812157
DUSP8,1.679064805
DRAXIN,1.679023323
FYTTD1,1.678981845
RAP1GAP,1.678091026
AVIL,1.536947212
ZFP3,1.677263996
LOC100505797,1.676706639
HECTD1,1.675902828
ARHGAP25,1.675861647
PGLS,1.674895017
INPP5B,1.512859367
TXNDC12,1.674484337
FAM126B,1.674422768
UBE2E1,1.673828055
IGLL1,1.672538891
YTHDC2,1.569604055
CD14,1.672069195
SAMSN1,1.671844738
METTL1,1.671701962
DNER,1.671518461
ASH1L,1.671375793
SMN1,1.670744536
TDRP,1.66954564
PLOD3,1.668977829
KIAA0232,1.668876512
LOC101928093,1.668350045
IL16,1.667925288
XRCC2,1.667702961
CASTOR3,1.667541341
ATPAF2,1.666976142
MGAT4A,1.666976142
JAG2,1.666633344
ZNF207,1.665445729
TBCEL,1.664983639
TP53BP2,1.664121048
OR5AP2,1.663760471
RGS17,1.663200169
ZNF132,1.66296026
SLC11A2,1.574551803
UHRF1BP1,1.662241329
MTREX,1.662201423
PRXL2C,1.662161521
TTC39B,1.519981739
CPOX,1.661722839
IL17F,1.661603276
MAX,1.660986055
RPL3,1.660826914
MFSD2A,1.660171075
KIF27,1.659734399
LIMA1,1.659555885
MIER2,1.659060398
AKAP7,1.659020783
SLC9A2,1.659020783
OR5M1,1.658783172
POLR2B,1.658031592
ROPN1,1.657853776
PIRT,1.657458891
ZNF329,1.657360226
OR4A15,1.656867236
ZNF445,1.482310803
MTDH,1.656020601
ST3GAL6,1.655568425
KLC3,1.655313056
VAX2,1.543700419
CROT,1.653960143
QTRT2,1.653255945
DYRK1A,1.503205785
SEPHS2,1.652884745
PRPF8,1.652669985
GFRA2,1.652650466
ZNF408,1.652650466
NDUFS6,1.651967874
MAPK9,1.651675662
ADH1A,1.651033488
SLC12A8,1.650800206
IL22RA1,1.650139918
BLOC1S1,1.650101109
LOC645177,1.649054569
OR5AR1,1.649035212
CERS4,1.648570912
CPSF2,1.6483003
SYTL2,1.64806848
CEP170,1.646218365
FOXS1,1.645449804
TRIM38,1.645200315
HMGCL,1.644586796
CFHR1,1.644280361
EXOSC1,1.644222929
ZNF705A,1.643114059
SLC8A3,1.485474536
C5orf46,1.642904075
SPP2,1.642598825
IL4,1.642579754
ZNF146,1.642084201
NR4A2,1.641779527
DNASE1L2,1.641532136
FANCG,1.641284886
MYCBP,1.641037777
C21orf58,1.641037777
CCDC149,1.64088578
BANF1,1.640487039
KDM6B,1.640278322
CDH10,1.639595945
PTPRF,1.639387655
CD300A,1.639236234
BAG5,1.585019597
GJA9,1.499199453
HERC1,1.615528198
DBNL,1.561410135
F2,1.636312824
QRFPR,1.636200055
ACTR2,1.636068527
ZNF492,1.635411486
KRIT1,1.635186444
PRRT4,1.634699251
MUC19,1.634437143
EFCC1,1.634380998
SGMS1,1.634062977
THAP2,1.633707818
ERCC6L2,1.538022457
SIX6,1.632923758
HOXA3,1.51932985
SS18L2,1.6327
POU2F3,1.632644079
CNDP1,1.632215588
HP1BP3,1.475198064
AGTPBP1,1.631062626
H2BC15,1.520411508
CC2D1B,1.580426178
LCE1D,1.629894195
TNFSF13,1.629431401
NFYC,1.56711131
CCDC69,1.62839653
KIF13A,1.628009089
OR4C11,1.627972207
LHX6,1.627511457
HDHD3,1.62681205
ANKS1B,1.62681205
SRSF7,1.62666495
FDPS,1.626444393
NNT,1.626334157
TBC1D30,1.57185391
MYCT1,1.626058688
LRRK2,1.625746702
RIF1,1.625728357
GPR17,1.623861208
OR52A1,1.62364207
TMED10,1.622857733
XRCC3,1.533686812
NRDC,1.478870858
ERICH3,1.621347775
PGBD3,1.621166206
ZNF784,1.479548143
ASXL3,1.620078384
ITGAL,1.619752569
ATP6V1C2,1.619571665
YWHAH,1.618722428
CASP6,1.51678207
MFAP4,1.618343517
TMX2,1.618145172
BEST2,1.617910881
GDPD1,1.617766765
NFIB,1.616813201
KIF2A,1.616669448
RAPSN,1.505556815
OR5M11,1.615431553
CAMSAP1,1.615145008
SLC22A23,1.615055502
MEGF6,1.614554606
C8orf74,1.614500973
CCDC159,1.522395324
MORN4,1.614268639
COMMD6,1.614215041
JCHAIN,1.613643742
BTNL8,1.481572405
SH2D2A,1.488658392
CTBP1,1.515949419
ABCC2,1.612485599
SLC16A5,1.612343271
NKAPL,1.581861807
C1QL4,1.611366031
IQCE,1.61131279
ERCC2,1.611241812
HS3ST3A1,1.610798464
AQP3,1.610320157
YBEY,1.610213938
BMPR2,1.610178537
ERLEC1,1.609789321
RDH5,1.609329787
NOSTRIN,1.609276796
BMP5,1.598085395
PTPRK,1.608517956
RAB1A,1.608394549
PTPN2,1.607901273
SEC16A,1.455731394
LOC101928592,1.606723203
LY6G6D,1.60624936
TCFL5,1.605618372
C10orf62,1.605548319
ODF3B,1.604708562
ZNF627,1.604481406
ANTKMT,1.604149624
ZKSCAN1,1.604114714
AHRR,1.603573972
HAUS1,1.603573972
CLK4,1.603138379
QRSL1,1.602025249
DSPP,1.602007879
LIPG,1.504328002
NDN,1.60138302
PLPPR2,1.461099077
URGCP-MRPS24,1.600360885
RNF224,1.600360885
PNPLA6,1.599945789
ARHGEF15,1.599496548
TBC1D10B,1.599185808
MAD2L2,1.599134039
GPAT4,1.598685637
CD53,1.5986684
HTATIP2,1.598513298
LRP1,1.500183553
COL10A1,1.598409928
SPRR1B,1.59820326
ZFAND2B,1.597996691
C9orf135,1.597721418
RASA1,1.597377572
HLA-C,1.597085517
SLC66A2,1.596279091
EIF1AD,1.594790286
TK1,1.594687797
MAT2B,1.59424396
ERBIN,1.594175718
DNASE1L3,1.593749446
AMMECR1L,1.593425759
ZNF35,1.59238818
PIMREG,1.592218321
PSME3IP1,1.591946686
PER1,1.538495496
PLEKHD1,1.591081979
TRIM46,1.590946495
SLC18A3,1.590726423
PTCD3,1.590235896
ACKR1,1.590218991
WEE1,1.590185183
CPEB4,1.589914816
CCT5,1.589695266
SPRR2D,1.589593973
EIF2AK1,1.58940833
AKAP12,1.588919288
HDLBP,1.588565498
KIFC2,1.588380294
SLCO2B1,1.587589857
MT2A,1.587253937
EGR3,1.587052509
PIWIL2,1.536851634
VAPB,1.585728772
AURKB,1.58519372
CLLU1,1.584943142
TAS2R41,1.467835459
ZFP41,1.583675761
LOC101929087,1.583642459
SMARCE1,1.582927077
CIAPIN1,1.581168596
TMEM19,1.580936876
ZNF835,1.580391165
TEX2,1.579829634
FARP1,1.579384229
HK1,1.579318282
CDK2AP2,1.57900517
AGFG2,1.57888987
WNK4,1.577754975
COQ9,1.577229652
VTCN1,1.577229652
ZNF536,1.577213246
LMOD2,1.576950832
KASH5,1.576803294
RPL23,1.576524748
CD74,1.576328235
SNRPC,1.576082718
ADARB1,1.558309129
FHL3,1.575657484
KLHL18,1.574938805
TMEM182,1.574498385
MELTF,1.574498385
SMIM18,1.573830453
CYP4A22,1.573358632
CST6,1.572919812
ZBTB5,1.572140779
CCDC78,1.571897617
STK19,1.571816594
CACNA2D1,1.571816594
B3GALT5,1.571816594
MCCD1,1.570312304
RNF5,1.570150862
PTAR1,1.568765259
CPLX2,1.569167365
KIF3A,1.569006348
OR6K6,1.567223059
KPNA5,1.566950588
MIPEP,1.566502185
HSPB8,1.566422162
TACR2,1.566198175
PRR11,1.566054244
CTNND2,1.565798486
NPM1,1.565622739
UQCRC2,1.564761011
GABRA6,1.564076042
MYH7B,1.551855867
CFAP97D2,1.563344478
SFPQ,1.563312699
IRF3,1.562582418
OR5AC2,1.562534834
DKKL1,1.562344549
SPEM1,1.561964228
ZNF423,1.561600066
DMRTA2,1.560698892
HUS1,1.560241117
PPARD,1.557488875
EML6,1.557473198
NADK,1.547648564
TRIM48,1.557065792
RGS7,1.556862233
IGL,1.556580538
GPR26,1.556173969
ARMH4,1.556002073
POLR2C,1.555939582
SYT12,1.555642874
NLRP12,1.555471189
MCHR1,1.555330769
SH3GL3,1.554878614
RMI2,1.554753965
ETAA1,1.554660501
PPP1R1C,1.554613777
ABR,1.476230893
CUTA,1.554240164
MTF1,1.554037924
FAM83H,1.553991266
PABPC1L,1.553882419
EBF2,1.553711427
ULK4,1.553338589
AAAS,1.55279544
SNHG32,1.552361409
PHYKPL,1.552221991
ARV1,1.552160042
CFAP36,1.552113585
TARS2,1.551989727
INSYN2A,1.55141734
PARP12,1.551139154
ATG9A,1.550706775
TIMP4,1.550552458
ALKBH8,1.550398195
XPC,1.549735491
MTERF1,1.549735491
PCDH1,1.549612309
IER2,1.549043045
CCDC89,1.548827842
SAP25,1.548766376
INMT,1.548351701
CLDN25,1.547753425
TRPC4AP,1.547002912
KIRREL1,1.546620496
ANO4,1.546544053
LSM10,1.546467624
RABL3,1.546299527
TOPORS,1.545871936
MYD88,1.545856673
LGALS7,1.54536853
TMEM42,1.544606904
SLC24A3,1.544515598
DRC3,1.544287418
ZASP,1.543846611
WFIKKN2,1.543725087
WNT2,1.543603598
OR5B21,1.543588414
FH,1.543466963
ASB16,1.543148315
BORCS6,1.542784431
HOOK3,1.542723814
ADIRF,1.542314867
HIGD1C,1.45285483
S1PR1,1.541392364
PGAM2,1.54109033
GDNF,1.539974627
COG4,1.539869236
RNF135,1.539508089
SCAF1,1.539508089
S100Z,1.539282525
PIGO,1.432230438
CD1C,1.538006534
TSHB,1.536928619
SIRT2,1.53652509
CEP78,1.535272058
TSPAN16,1.535138019
BZW1,1.534721273
PCDHAC2,1.532776789
CCDC112,1.532169995
MED19,1.53206648
PHF7,1.531977774
COQ6,1.53140162
TRMT2A,1.531313048
PIP,1.530560921
DNAJC12,1.529898359
DNAH1,1.529810094
CTNNAL1,1.529780676
NUB1,1.529765968
RARS2,1.528722961
AGTRAP,1.528693617
MSGN1,1.528180414
SMCO4,1.527375175
TARDBP,1.527214306
NPRL3,1.527170443
NCKAP5L,1.526542227
KIF9,1.526454641
MGAT4C,1.52642545
ACSM2A,1.526396261
ACYP1,1.526250343
ABCA5,1.526133644
TENT2,1.483015812
TRPC1,1.525332188
APOC4,1.525041116
LOC101928764,1.524910197
PPP1R3A,1.524852023
NEK9,1.524721161
PNRC1,1.524459555
USP18,1.524009381
SMARCD1,1.523791723
ETV5,1.523530676
TRAF7,1.522922177
LSM14A,1.52250252
RRH,1.522444668
ST3GAL5,1.522328987
UGCG,1.435241788
ZNF510,1.521548947
C20orf202,1.521289244
FNTB,1.52049667
NTNG1,1.519777401
RARG,1.519188488
RASSF4,1.518930193
HSPA8,1.518729403
ERCC6,1.517869925
IMPDH1,1.517755456
FOXJ2,1.516940738
CLDN11,1.516512552
PPP1R3G,1.516170307
QTRT1,1.516170307
JSRP1,1.515970789
ANKRD61,1.515828332
GPC2,1.515429701
RRAS2,1.5153301
SPEF1,1.515145188
IGFBP7,1.441905495
PITPNA,1.514789809
EDN1,1.514704561
ZCCHC7,1.514704561
CHMP1B,1.462054884
PTH2,1.514406326
DOCK9,1.514377933
PDE6C,1.514207616
HOXA7,1.513442015
MAPK15,1.512988961
NRXN3,1.511816051
GMFG,1.511322398
RIDA,1.511125094
TOM1L2,1.510984217
OTOP3,1.510758909
EIF4E1B,1.510730754
MAP11,1.5104071
DPH5,1.510182092
ACP1,1.509704335
U2SURP,1.508904568
PPP1R21,1.508862516
GRXCR1,1.508218224
C9orf50,1.507714662
HPSE,1.5074631
CLCA2,1.507155832
SLF1,1.507086029
YIF1A,1.506946456
LOC101929748,1.506765079
SCAP,1.506611665
ATRN,1.506235332
RRP8,1.505678402
ARHGAP45,1.505636661
TRMT12,1.505372394
LONRF2,1.505108288
LOC101927789,1.504872119
NOL7,1.504261453
LOC401040,1.503347061
SRA1,1.503153346
PGAM1,1.503015031
PPM1F,1.502932064
ASB4,1.502779997
EIF4EBP3,1.502600351
BTNL9,1.502531276
COX4I2,1.50237935
H2AC14,1.502061858
ETFRF1,1.501276029
C1QL1,1.500739175
PRKACG,1.500464122
LCE4A,1.50038164
TMEM154,1.49984589
OR5H1,1.499228536
AIMP2,1.499201119
PDHA2,1.499077761
TUBB6,1.499036649
DMBT1,1.498954438
ZNF410,1.498379395
MGAT5B,1.498283628
NDUFA2,1.498023797
CYP26C1,1.497327122
ARF1,1.496372719
MECOM,1.496182089
OC90,1.495678686
LRRC14B,1.425291737
RPF2,1.49498576
CRYM,1.494307493
MITF,1.493643817
CEBPB,1.493494968
MAT2A,1.493305597
C17orf75,1.493305597
SNAPIN,1.492589441
SMAD9,1.492373475
ARL17A,1.492373475
LRRC37A2,1.492373475
MYORG,1.482420041
FBXO11,1.492076697
CCDC180,1.491645381
CTDSP1,1.491591496
STARD5,1.490770587
RYK,1.490757143
CARD9,1.490528648
ITGA7,1.444462152
ZNF99,1.489669509
UBXN2B,1.489575644
CABLES1,1.489213782
C8orf34,1.489093228
TREH,1.488972708
TMEM99,1.488919154
WDR46,1.488878993
NACC1,1.488878993
DNAJC2,1.488852222
TRERF1,1.488504336
THYN1,1.488290392
CD1A,1.488063191
STRAP,1.48799639
AMER3,1.487782695
CMTM2,1.487782695
MICU3,1.487555759
H4C11,1.487475693
SZT2,1.487248917
OR4P4,1.486968947
DDX46,1.486849015
PMS2,1.48555851
YPEL4,1.485266351
KDM4C,1.484748915
TMEM43,1.484735655
BTN2A1,1.484205608
IL5RA,1.484179122
C7orf25,1.484099676
AMD1,1.483914357
NGEF,1.483319225
TTLL2,1.483226722
LIPK,1.428022637
C9,1.482645726
H2BC14,1.482566559
TEAD2,1.482487407
ACTR8,1.482408269
OR4C46,1.482065506
NUDT6,1.481999621
KCNB1,1.48173618
OR5B2,1.481157174
H4C12,1.480973106
USP6NL,1.480736562
TRAPPC12,1.480657743
ACAD8,1.480565805
NIF3L1,1.480395115
PTPRD,1.479857224
USP17L10,1.479267622
SLC33A1,1.478639594
RINL,1.478221412
GDF3,1.478182228
PCDH9,1.477660114
CRYZL1,1.477425367
ISL1,1.477360182
PILRB,1.413635919
ZFYVE9,1.475378387
SLC35D2,1.476500657
FAM186A,1.476032541
PMPCA,1.47600655
IFFO2,1.475928584
ARHGAP10,1.475629845
C12orf54,1.475266441
RPS27A,1.447296624
CEP120,1.475007052
PRDM11,1.474786693
DUSP6,1.474683034
PBX1,1.474385151
COMMD8,1.47420393
RSKR,1.473621948
CNIH2,1.473311876
CCDC191,1.472872986
CBWD3,1.471314642
LINGO1,1.47098052
LCE5A,1.470890608
ITGAD,1.470377182
H2AC15,1.46951855
BCDIN3D,1.469377743
FOSL2,1.4691986
RILP,1.469070685
BICD2,1.468942809
RAB6A,1.468648835
ELP6,1.46854663
ACOD1,1.468023207
PILRA,1.400481741
FKBPL,1.467755356
CAT,1.46728383
PRB1,1.466914614
CAPN13,1.466583858
HERC4,1.466405863
POLR1G,1.466367731
HAGHL,1.466316893
IGIP,1.466100899
FLRT3,1.465415512
UBQLNL,1.464971856
PKIG,1.46470588
ELSPBP1,1.464617257
USP2,1.46447803
SPATA31D1,1.464440067
SMKR1,1.463883652
AARD,1.463871014
H2AC13,1.463744659
KLHL21,1.463189134
NDOR1,1.463062977
MEP1A,1.462974689
SLC30A10,1.462709933
HBM,1.462684727
ZNF322,1.462394958
KRTAP5-1,1.461790845
ALDH2,1.46158966
H3C12,1.461551948
ATP11B,1.460284227
LRCH4,1.393830653
FCRLB,1.459895866
ATG10,1.459695557
ROBO4,1.459595438
LTV1,1.459232697
TLX3,1.458757839
POLR3GL,1.458620478
ARHGEF19,1.458121346
PDE1B,1.457224352
AKAIN1,1.456975515
ALDH3A2,1.456925765
ZNF605,1.456900892
ZNF580,1.456130536
SLC17A4,1.38195511
KTI12,1.454829009
MTFR2,1.454631023
ZC2HC1C,1.454222961
TEX44,1.453469675
MDC1,1.453432661
ENPEP,1.452914807
TTC30B,1.452890163
PLAG1,1.452656112
HNRNPAB,1.452643797
DPT,1.45239757
ALOX12B,1.452372955
CTDNEP1,1.414950908
ARPIN,1.45184407
CIAO3,1.451758034
ID1,1.451610582
SLC39A3,1.451561442
TMEM98,1.449979669
CEP43,1.449624868
ZNF253,1.449588181
ZNF80,1.449417016
KLHL33,1.449294797
FAM131A,1.44900161
IGFBP4,1.448769645
MTHFSD,1.448562201
VWC2L,1.448452419
GGCX,1.44789174
PRRC1,1.44783084
CCDC71,1.447587326
TUBA4A,1.447526469
DCUN1D1,1.447416948
SLC41A2,1.446954829
PTX4,1.446869756
LINC02809,1.446784699
IL1RL1,1.44662678
ARGFX,1.44648106
ACRV1,1.446371802
PHLDB2,1.446092712
EIF5A,1.446068452
DAD1,1.445692591
ZSCAN31,1.445680472
RPAP2,1.445341274
PSMC3,1.417874958
DKK3,1.444446096
CCDC14,1.444144087
TXNIP,1.443975054
IER5L,1.443456292
C2orf80,1.443106778
ATP6V1B1,1.442950191
PANK4,1.442877939
PABPC4L,1.442480768
MTA3,1.442468738
SMIM17,1.442264282
MANEAL,1.442228212
RIPK2,1.441819622
PRKG1,1.441423417
HOXA5,1.441231448
YRDC,1.386504015
TMOD1,1.438724816
RFX3,1.440811811
NR2C1,1.440668029
ISYNA1,1.440608133
CTXN3,1.440464419
RAB17,1.434735984
ELK3,1.440165165
OR5H14,1.43911343
FASTKD3,1.438970209
RGL2,1.438254811
TBPL2,1.437742832
PRELID1,1.437730933
OR5B17,1.437588167
MRPL24,1.436981934
IPO5,1.436127514
SERHL2,1.436103804
KCNMB2,1.436056388
CELF6,1.435961572
HOXA2,1.435393108
EPOR,1.435333936
ZNF780A,1.43513281
CNTNAP4,1.434577243
TRIM58,1.433857244
HTR1E,1.433562508
DNAJB4,1.432714782
H2BC13,1.432279788
POLR3C,1.431821752
GALM,1.431258678
C9orf129,1.43083685
LIN7C,1.430473938
SWSAP1,1.430017802
SWI5,1.429912608
RPL26L1,1.429410364
NYAP1,1.429328659
UBR5,1.429130295
C4orf17,1.428908701
FRMPD2,1.428792118
IFITM3,1.428302812
OR4C6,1.428139832
LRRC20,1.428093277
TBKBP1,1.428046728
POPDC2,1.42786058
AIF1L,1.427755907
SF3B3,1.427546637
DNLZ,1.42723292
H3C10,1.426791776
FBXL18,1.426722163
TSBP1,1.42666416
USP48,1.426235181
ZNF141,1.425447891
USP28,1.364558987
KRTAP4-3,1.425251292
LCOR,1.425181925
CDH8,1.425089453
TRAM1L1,1.425008556
CTRL,1.424558121
TPX2,1.424385001
CDC25B,1.423923685
SLC1A2,1.42387758
THBS3,1.423589537
USP47,1.423578019
PIGZ,1.423382264
MAN2B1,1.423152076
NLRP3,1.42314057
RNF41,1.423060036
OR4A5,1.422876013
EFNA1,1.422646093
ABCC12,1.422278475
TMEM18,1.422048872
STK35,1.42196854
EXO1,1.42196854
PAK1,1.421796449
NUF2,1.421395168
TMPRSS6,1.42118894
ESCO1,1.421097314
ARL5A,1.421005708
OR6N1,1.42091412
HPN,1.420433605
PDZD9,1.420410736
LOC100653133,1.420399303
MPP2,1.420330706
SMIM15,1.420022157
MAP4K3,1.419622512
RNF181,1.419508395
PRPF40B,1.419314465
NIPBL,1.419143423
KCNH1,1.419109222
BDH1,1.419086423
DPH3P1,1.418961051
TRABD2A,1.418744585
ENSA,1.418255085
BECN2,1.417925268
ARL2BP,1.417652506
KCNJ4,1.41743669
FANCL,1.417096147
ZNF506,1.41676721
TF,1.416755871
R3HCC1,1.416721858
TEX47,1.4165745
METTL7A,1.416404532
ALKAL2,1.41631391
PRKACB,1.416245956
