SYMBOL,avg -log10(p)
SUSD3,2.321035719
FANCC,1.792796641
HSD17B3,1.912076679
GRIN3A,1.538996978
ABCA1,3.544650739
INIP,3.223763862
SNX30,3.101351594
SLC31A1,1.370677162
KIF12,1.358285156
TEX48,1.616497326
TNC,1.385292566
DELEC1,2.432620692
NEK6,2.100349092
PSMB7,1.429328659
CFAP77,1.391089048
BARHL1,2.30084763
LOC101928193,1.467411219
ADAMTSL2,1.405137478
FCN1,2.176760588
LCN1,1.382307857
LCN9,1.954637897
SOHLH1,1.942067773
NACC2,1.626370899
NOTCH1,2.75778168
LCN12,1.509858846
LINC02692,1.509690292
UAP1L1,2.003641584
GRIN1,2.549612309
ANAPC2,2.185752404
SSNA1,2.517612412
TPRN,1.802554028
NDOR1,1.669322483
DPH7,1.332528368
ZMYND19,1.709698213
ARRDC1,1.648010545
AKR1E2,2.097010996
PRKCQ,1.761502265
CELF2,1.864485719
USP6NL,3.847007177
ST8SIA6,2.249098373
STAM,1.57907107
PRTFDC1,1.369643327
WAC,2.61245766
LYZL1,1.831590916
EPC1,1.434470938
CUL2,1.606977069
NCOA4,1.504233716
ANXA8L1,3.475863623
PTPN20,1.625068446
FAM170B,1.432338546
DRGX,1.670866643
PCDH15,2.194521351
IPMK,3.586222799
CISD1,3.208061249
CCDC6,2.938526506
ANK3,2.23262018
ZNF365,1.871665363
NRBF2,1.394942885
JMJD1C,1.994390555
REEP3,2.423048532
LRRTM3,1.486715795
PBLD,1.367289696
HNRNPH3,1.700558079
RUFY2,2.388319168
DNA2,2.497245234
SLC25A16,2.557833914
EIF4EBP2,2.39901622
NODAL,2.01116741
PALD1,1.764534269
SPOCK2,1.580572992
MICU1,2.539012002
MCU,2.018371636
KAT6B,1.462873811
ZCCHC24,2.051459895
SFTPD,2.375662361
TMEM254,2.121426506
ANXA11,1.437778532
MAT1A,5.080469724
DYDC1,5.075297916
DYDC2,5.71291489
PRXL2A,4.131999145
TSPAN14,6.457815471
SH2D4B,3.356177745
OPN4,2.183102781
LDB3,1.78264768
SHLD2,2.087788575
ANKRD22,2.057872843
STAMBPL1,3.098018878
ACTA2,2.007199142
LIPA,1.497217942
HECTD2,2.468648835
BTAF1,2.116355596
CPEB3,1.986614982
MARCHF5,2.857892228
EXOC6,1.723446291
CYP26C1,1.475240495
PLCE1,1.781464495
TBC1D12,1.476695855
HELLS,1.83698779
ALDH18A1,1.698058942
TCTN3,1.507924409
ENTPD1,1.782516056
CC2D2B,1.342628585
BLNK,5.067505942
DNTT,1.968799194
OPALIN,2.44580571
TLL2,2.207514618
ARHGAP19,1.951907948
FRAT1,2.30735574
FRAT2,2.890860356
RRP12,2.144723196
LOC644215,2.193670763
PGAM1,1.326674917
EXOSC1,1.616238476
ZDHHC16,3.166120117
MMS19,4.246593146
UBTD1,2.295823735
PAX2,2.277324953
SLF2,2.51014749
SEMA4G,3.170429989
MRPL43,3.041728742
TWNK,3.143481576
LZTS2,3.100850172
TLX1,1.685311349
OGA,1.690008071
NOLC1,1.332724537
SH3PXD2A,2.03097976
PLEKHS1,1.917322319
DCLRE1A,1.308043724
NHLRC2,2.480500147
FAM160B1,1.537317558
TRUB1,1.562915655
SFXN4,2.066462098
GRK5,1.613697269
BAG3,1.3220009
PLEKHA1,4.307955131
ARMS2,3.057402056
HTRA1,2.175581263
FAM53B,2.286039296
ZRANB1,3.22996582
MGMT,2.138820467
RIC8A,1.71819423
SIRT3,1.329995489
PTDSS2,1.517984424
LRRC56,1.345101839
OR52K2,1.466660164
CNGA4,1.377993327
HPX,2.277077441
MRPL17,1.626003616
OR10A2,1.588649707
ZNF214,1.587371479
NLRP14,1.668835992
PPFIBP2,1.802388677
OVCH2,1.438314382
OR10A3,1.596570604
IPO7,2.030295275
ZNF143,2.726651431
SWAP70,1.322776417
RNF141,2.436613853
LYVE1,1.73240592
IRAG1,1.422416296
USP47,1.473880511
TEAD1,3.305439948
SAA1,1.88456313
HPS5,1.884736058
GTF2H1,2.058094298
NELL1,1.509900995
ANO5,2.047716226
LUZP2,2.016996513
WT1,1.92764093
DEPDC7,2.833599491
TCP11L1,2.858268105
PRR5L,1.601660624
ALKBH3,1.304351993
SYT13,1.399364657
MAPK8IP1,2.88690449
PEX16,1.703963985
LARGE2,1.981008405
CREB3L1,2.059961901
MDK,2.116866852
ARHGAP1,2.62398733
F2,1.650042901
C11orf49,2.707742469
ARFGAP2,3.12411725
PACSIN3,1.388011312
DDB2,4.49578985
ACP2,6.226013559
NR1H3,3.979899465
MADD,5.073071646
MYBPC3,8.713667631
SPI1,9.991594616
SLC39A13,9.018571964
PSMC3,8.373460965
RAPSN,7.123819048
CELF1,5.591561692
PTPMT1,5.456247316
KBTBD4,5.394407632
NDUFS3,5.910799014
C1QTNF4,5.656690135
MTCH2,5.299868053
AGBL2,5.854261228
FNBP4,5.806426296
NUP160,5.766613901
OR4B1,1.721275213
OR4X1,1.892349174
OR4S1,1.411515401
OR4A47,2.285273077
TRIM49B,2.854583638
FOLH1,2.218992432
OR4C13,2.648570912
OR4C12,2.264177624
OR4A15,1.448013565
OR4C15,1.492427456
OR4C16,1.682835415
OR4C6,1.443142922
OR5D18,1.668856252
LPXN,1.728181618
ZFP91,1.366198376
GLYAT,1.936666641
OR4D9,2.208870999
OSBP,1.337695582
MRPL16,2.029022065
CBLIF,1.579334768
TCN1,2.433197312
OOSP2,5.095405469
MS4A3,10.12325365
MS4A2,13.21713247
MS4A6A,13.41540611
MS4A4E,12.483474
MS4A4A,10.34122332
MS4A6E,8.452887088
MS4A7,1.730650531
MS4A15,1.519892404
RAB3IL1,1.924105714
EML3,1.471237514
HNRNPUL2,1.485611651
CHRM1,2.097110921
SLC22A25,1.359498687
SLC22A10,1.31643968
SLC22A9,1.530590391
PLAAT4,1.498228914
NAA40,2.054183553
COX8A,1.754832367
MACROD1,1.793794988
STIP1,1.672293769
FERMT3,2.353910099
NUDT22,3.19381324
DNAJC4,2.497395375
VEGFB,2.787546039
PLCB3,3.045173998
GPR137,3.782252927
BAD,3.392716584
CATSPERZ,2.252207671
TRMT112,4.600689785
PRDX5,1.474799653
CCDC88B,1.933972405
RPS6KA4,1.368221507
SCYL1,1.987964641
LTBP3,1.444633096
SNX32,1.664121048
CFL1,1.848691452
MUS81,1.567014684
EFEMP2,1.636425623
FIBP,2.460309295
FOSL1,2.952335805
NDUFS8,1.83875182
CLPB,2.335602501
USP35,2.023904167
GAB2,2.435629877
NARS2,2.427407179
DLG2,3.073034857
TMEM126B,2.213845078
CREBZF,1.845423883
CCDC83,5.339000192
PICALM,15.85294443
EED,1.752247618
HIKESHI,2.143361723
PRSS23,2.275634003
FZD4,1.737074531
AMOTL1,2.140399422
GUCY1A2,2.307823098
POGLUT3,1.515785604
PTS,2.81079051
PLET1,2.025847681
ZW10,1.340806641
NXPE4,2.488170094
BUD13,1.459259961
ZPR1,2.143097525
APOA5,2.266125169
RNF214,1.981573418
JAML,1.455386328
MPZL3,1.812394685
CD3E,1.617658709
DDX6,1.565814466
TECTA,1.890151579
SORL1,11.84534997
LOC105369535,9.17921418
UBASH3B,5.246263778
JHY,1.567094816
BSX,2.576524748
HSPA8,2.289967301
CLMP,1.431727856
GRAMD1B,2.163770857
NRGN,1.550382772
PRDM10,2.709898579
ADAMTS8,3.068526873
ACAD8,1.412974122
GLB1L3,1.427686139
GLB1L2,2.078313525
SLC6A13,1.994647864
KDM5A,1.673971532
WNK1,2.674381727
LRTM2,1.956087833
NOP2,2.056644733
CHD4,2.520751837
LPAR5,2.730288845
COPS7A,2.365139994
GPR162,1.486755757
C1S,5.196550557
DPPA3,2.11693648
SLC2A3,1.513257904
NECAP1,1.55705013
ZNF705A,1.33088776
LOC105369647,1.395417583
KLRB1,2.319446941
KLRK1,1.400291554
KLRC4-KLRK1,1.943628821
KLRC4,1.796640698
MAGOHB,2.89413254
MANSC1,2.153935181
PLCZ1,1.46111222
CAPZA3,1.431399378
PDE3A,3.764017297
SLCO1C1,1.631229801
OVOS2,1.802554028
FGD4,2.668330998
SLC38A4,1.948924692
RAPGEF3,1.302125799
SLC48A1,2.020155823
HDAC7,1.709364474
DDN,1.397649988
PRKAG1,1.497217942
KMT2D,1.930331903
LMBR1L,1.403622856
DNAJC22,1.319410693
KCNH3,1.773219713
MCRS1,1.370998381
FAM186B,1.313024292
FMNL3,1.379551615
NCKAP5L,1.402754695
BCDIN3D,1.920927341
TMPRSS12,1.931480194
DAZAP2,1.322612075
BIN2,2.107076575
CELA1,1.503153346
GALNT6,2.439567276
SLC4A8,1.685479721
KRT84,1.708253859
KRT75,1.400226061
SOAT2,2.211026032
RARG,1.763865983
ESPL1,1.8414266
PFDN5,1.853406898
MYG1,1.821742679
AAAS,2.237576537
SP7,1.351698101
PRR13,1.639530241
MAP3K12,2.299296283
TARBP2,1.311286595
HOXC5,1.505970701
NFE2,1.767838387
PMEL,1.343547221
CDK2,1.942866633
IKZF4,1.600620522
SLC39A5,1.432221038
ANKRD52,1.794606147
STAT2,1.404184237
APOF,1.332724537
SPRYD4,1.840231297
GLS2,1.787871752
C12orf56,1.947152217
XPOT,2.122628654
TBK1,1.968834
TBC1D30,1.409046765
GRIP1,1.99494825
CAND1,1.826901182
PTPRR,1.428967004
KCNC2,2.050863813
NAP1L1,2.424893015
TSPAN19,1.542057579
DUSP6,1.395957643
LOC105369889,1.351357058
ATP2B1,2.15277294
NUDT4,1.799713073
PLXNC1,1.834904125
CEP83,2.019810217
SLC5A8,2.497272529
UTP20,1.763840769
SLC41A2,1.526323296
C12orf45,1.673541243
TCP11L2,1.468099766
RFX4,2.758739773
RIC8B,2.581774947
TMEM263,2.128222807
MYO1H,1.302648584
MVK,1.753230685
TRPV4,2.499475372
DTX1,4.187846839
RASAL1,3.754319058
CFAP73,5.12599971
DDX54,5.125622565
RITA1,5.459170186
IQCD,5.338461792
TPCN1,5.181859918
SLC8B1,2.414302447
PLBD2,1.849397048
SDS,1.627898454
MAP1LC3B2,3.460999219
RNFT2,1.318758763
CIT,1.415906345
RNF34,2.703203225
KDM2B,2.356567065
LRRC43,1.829444941
IL31,1.806764058
CLIP1,2.388701638
ZCCHC8,1.810621994
RSRC2,1.441015584
DENR,1.428955343
CCDC62,2.69548793
HIP1R,3.52552149
VPS37B,3.391099736
ABCB9,2.566473197
CDK2AP1,1.74847733
SBNO1,1.910695548
KMT5A,2.603818095
TMED2,1.488250289
EIF2B1,1.458283501
GTF2H3,1.358466401
TCTN2,2.322493421
ATP6V0A2,2.288386771
ZNF664-RFLNA,2.570086302
SCARB1,2.539819112
LINC02350,1.841939206
ADGRD1,2.120206588
MIPEP,3.316161205
PCOTH,2.654898882
C1QTNF9B,3.15413635
ATP12A,1.490958855
MTMR6,2.198006654
GPR12,1.671538847
KATNAL1,1.854772507
DCLK1,1.305254446
NHLRC3,1.567239092
SLC25A30,1.463480569
ERICH6B,1.689667865
ZC3H13,1.467067355
LCP1,2.130070005
FNDC3A,2.672191676
MLNR,2.124958688
SETDB2,2.13515087
PHF11,2.708942106
ARL11,2.526980422
DLEU7,2.952911938
FAM124A,1.634081678
ACOD1,1.533354772
CLN5,3.421223304
FBXL3,3.658901961
MYCBP2,3.496972385
RBM26,2.04886656
SPRY2,1.776945587
GPC6,1.691346703
TGDS,2.338518602
GPR180,3.029574084
HS6ST3,1.641170818
ZIC5,2.35358647
GGACT,1.416608501
NALCN,1.886524601
COL4A1,2.091252339
CARS2,1.732148019
LINC02337,1.616579627
MCF2L,3.94756505
KLHL33,2.326942212
PNP,1.712355003
MMP14,2.201501281
RBM23,1.345034549
PRMT5,1.472976214
HAUS4,1.614644009
THTPA,1.706615344
ZFHX2,1.400564547
DHRS4,3.392480642
GMPR2,1.410978032
ADCY4,1.414257353
NFATC4,2.241767552
KHNYN,1.570942501
CBLN3,1.914352712
FOXG1,1.588521092
PRKD1,3.36520258
GEMIN2,1.450481779
MIA2,1.377029989
FBXO33,2.915960219
FANCM,1.506458305
KLHDC2,1.987373649
ABHD12B,1.449514816
PYGL,2.993705142
PTGER2,1.458345884
TXNDC16,1.801493914
GPR137C,2.00765418
ERO1A,1.63519569
PSMC6,3.577833504
STYX,3.556001852
GNPNAT1,3.398290901
FERMT2,6.391500772
CDKN3,1.751830487
GMFB,1.595970644
DLGAP5,2.58297695
FBXO34,2.093212579
ATG14,2.899319355
KTN1,1.468457221
L3HYPDH,1.625618302
JKAMP,2.030155596
PPM1A,1.406182469
TMEM30B,1.788078916
PRKCH,2.341301774
GALNT16,1.433869038
PCNX1,1.365220542
LOC105370706,1.45622986
DCAF4,1.625398276
RBM25,2.015571708
PAPLN,1.616957001
HEATR4,2.313757097
ACOT1,2.573505005
ACOT2,2.289586434
DNAL1,1.524430498
MIDEAS,1.537437301
TSHR,1.680685696
SEL1L,1.690731896
PSMC1,1.697539192
GPR68,2.920095532
PPP4R3A,1.926721664
SLC24A4,10.03913814
LOC105370707,2.038626372
RIN3,3.878932833
SERPINA3,1.419382901
ATG2B,2.185916575
GSKIP,1.540321093
BCL11B,1.342982413
EVL,1.432279788
DEGS2,1.465428194
ANKRD9,1.428384324
TRAF3,2.322216015
BAG5,2.834620939
COA8,2.52608989
KLC1,2.832741757
XRCC3,1.627548299
ZFYVE21,2.063044146
PPP1R13B,1.54584141
PACS2,1.395342028
MTA1,3.016859756
IGH,6.917021852
MEIS2,1.656750481
LINC02694,1.652416314
GPR176,3.662707677
CHAC1,1.48156503
EXD1,1.389904361
CHP1,2.456540394
OIP5,1.920312372
NUSAP1,2.038802043
NDUFAF1,1.367805996
RTF1,1.550892028
ATP8B4,3.405231495
GABPB1,2.039816917
USP8,3.751317222
USP50,4.777648065
TRPM7,3.552728759
SPPL2A,5.411069547
AP4E1,3.996496385
TNFAIP8L3,1.454791879
MYO5A,1.456080882
AQP9,1.311811626
LIPC,3.310924431
ADAM10,6.514273048
MINDY2,5.693382932
SLTM,4.190618659
MYO1E,1.648261654
TPM1,2.705058602
LACTB,4.434919956
RPS27L,1.832151201
RAB8B,8.74979964
APH1B,10.64984893
CA12,6.143712272
FBXL22,2.040853626
CIAO2A,4.249157134
SNX1,4.785195648
PPIB,2.782496065
CSNK1G1,2.726660795
PCLAF,1.51495827
ZNF609,3.298520124
PIF1,1.974366489
PLEKHO2,2.218151316
ANKDD1A,1.618939097
MTFMT,1.608394549
TIPIN,1.349799363
MAP2K1,1.374615516
ZWILCH,1.552593871
SMAD3,2.00229915
PIAS1,1.866495517
TBC1D21,1.819616034
LOXL1,2.04072005
STOML1,1.94020946
PML,1.854896867
ISLR2,1.427755907
CPLX3,2.755722879
ULK3,1.41843716
SCAMP2,3.351522892
MPI,1.972405788
FAM219B,3.94904054
COX5A,2.988133643
SCAMP5,1.614733431
PPCDC,1.893605097
HYKK,2.600593367
PSMA4,2.221557502
CHRNA5,1.432879488
CHRNA3,1.58063913
CTSH,2.559957223
RASGRF1,2.336280234
ANKRD34C,1.468827752
RPS17,2.147276089
TM6SF1,1.820448209
HDGFL3,2.073215251
BNC1,1.872538837
ARPIN,1.454655766
CIB1,1.455101387
FURIN,1.478927327
FES,3.056485699
RCCD1,1.825707545
PRC1,2.014488202
VPS33B,1.974325551
C15orf32,1.617118833
MCTP2,1.884456052
LYSMD4,2.891434976
ASB7,1.777808255
LRRK1,1.498475183
AXIN1,1.73373955
PGAP6,2.870245677
RAB11FIP3,1.875682857
WDR90,1.77235727
RHOT2,1.523127874
LMF1,1.715140823
MRPS34,1.331269394
NTHL1,2.488424095
TSC2,1.654371454
TRAF7,1.648454915
NAA60,1.305061531
MGRN1,1.844269329
C16orf71,1.474916303
ZNF500,1.484692932
METTL22,1.441759568
PMM2,1.523211832
DEXI,4.25642127
CLEC16A,4.722842082
GSPT1,1.344996102
MRTFB,1.832741757
PARN,1.839321426
PDXDC1,1.354695655
RRN3,1.618343517
MARF1,2.27457845
NDE1,1.390640408
ABCC6,1.322502547
TMC7,1.645699438
SYT17,2.007927777
GDE1,2.279667014
CCP110,1.74838611
VPS35L,2.363522134
KNOP1,5.481539037
IQCK,5.820095133
GPR139,2.475915591
COG7,4.469813113
GGA2,2.89193712
EARS2,3.077431533
UBFD1,1.422024071
NDUFAB1,2.361024025
PALB2,1.511139184
PLK1,1.315855099
PRKCB,2.200638407
SLC5A11,2.866748588
NPIPB8,1.428104916
EIF3C,1.542572307
NPIPB9,2.116054805
ATXN2L,1.638668875
SH2B1,1.347270304
ATP2A1,2.096616963
RABEP2,1.865402425
NPIPB11,1.742787875
SPN,1.648977147
QPRT,1.526381667
PAGR1,1.664080969
MVP,2.05959808
SEZ6L2,2.384068652
ASPHD1,5.939528807
KCTD13,6.424812155
TMEM219,9.301029996
TAOK2,9.348382826
INO80E,4.371320956
DOC2A,6.469793669
TLCD3B,10.21154879
ALDOA,4.77589206
PPP4C,4.83206854
TBX6,3.452589626
YPEL3,3.313501517
GDPD3,5.439220877
MAPK3,3.964970718
ZNF771,2.318604977
DCTPP1,1.779787275
ITGAL,3.188719986
ZNF768,3.108769277
ZNF785,1.963770456
PRR14,2.731679499
FBRS,1.404041071
SRCAP,3.424893015
RNF40,2.747292567
ZNF629,1.864009153
BCL7C,3.324450777
CTF1,2.255518211
FBXL19,3.186825257
SETD1A,2.93325925
HSD3B7,2.733432919
STX1B,3.334643867
STX4,2.496861303
ZNF668,3.618969285
ZNF646,3.918542187
PRSS53,3.228151054
VKORC1,2.966680289
BCKDK,4.367649668
KAT8,4.007585026
PRSS8,2.69224763
PRSS36,4.637248919
FUS,1.686892405
TRIM72,1.420719562
ITGAM,2.437263337
ITGAX,1.801920524
SLC5A2,1.643553444
RUSF1,1.54999737
AHSP,1.775881489
ZNF267,1.853747898
C16orf87,1.349061411
GPT2,1.682668065
ZNF423,2.640430106
BRD7,1.5514328
RBL2,2.171372322
AKTIP,2.130785887
GNAO1,1.543102813
AMFR,1.607531984
CMTM4,1.990379159
CMTM3,1.931777021
DYNC1LI2,1.833984544
TERB1,1.921180817
NAE1,1.472279899
CA7,1.681519275
HSF4,1.392030562
C16orf86,1.517540908
UTP4,1.527784928
TERF2,1.419725243
CLEC18A,2.773657913
PDPR,2.201266508
DDX19A,1.847711656
IL34,4.769155669
MTSS2,3.658838832
VAC14,5.141403383
HYDIN,3.133133494
CMTR2,2.218638647
ZNF19,2.239915659
CHST4,2.455636194
TAT,2.755578821
MARVELD3,2.676398152
PHLPP2,2.713610071
AP1G1,2.882798594
ATXN1L,1.42725615
ZNF821,1.514278574
IST1,1.336544082
PKD1L3,2.120835281
DHODH,1.725259508
HP,1.669992299
HPR,2.083925238
PMFBP1,1.462301499
GLG1,3.794227418
RFWD3,3.779316722
MLKL,1.457784756
CTRB1,2.043723133
CHST5,1.501717021
TMEM231,1.465745378
ADAMTS18,1.349643901
MAF,3.697128164
PLCG2,4.700312764
ADAD2,1.376141057
GSE1,1.74622598
MTHFSD,2.093858979
FBXO31,1.871245427
CPNE7,1.361650538
DPEP1,1.388786677
CHMP1A,2.323123568
SPATA33,2.051870788
CDK10,1.721383566
MC1R,2.015306202
TUBB3,1.566022266
DBNDD1,1.447745595
GAS8,3.605215721
PRDM7,3.183884697
TIMM22,2.447599499
CRK,1.392662949
MYO1C,3.341773875
INPP5K,2.976724178
PITPNA,4.664330683
SCARF1,2.44789174
RILP,1.343815523
PRPF8,1.64314452
WDR81,5.635524051
SERPINF2,3.983960052
HIC1,2.012963485
RAP1GAP2,2.179859256
OR1A2,1.850196062
SMTNL2,1.527609272
ALOX15,1.454742379
PSMB6,1.366814433
PLD2,3.07268181
MINK1,5.031007039
CHRNE,5.325132449
C17orf107,5.250047122
GP1BA,3.288074887
PFN1,4.663033009
SPAG7,3.43649433
CAMTA2,3.719604733
INCA1,4.172957324
KIF1C,3.308983273
SLC52A1,2.849223601
ZFP3,6.194998509
ZNF232,7.015631105
USP6,6.215660597
ZNF594,4.225945398
SCIMP,4.77007473
RABEP1,6.024311458
NUP88,2.618069716
RPAIN,2.601495697
C1QBP,2.271643215
DHX33,1.965812879
DERL2,2.398168073
FBXO39,1.486968947
DLG4,1.668895782
ACADVL,1.760525515
DVL2,1.802165224
PHF23,1.668127502
CTDNEP1,1.803078055
ELP5,1.574000707
CLDN7,1.671189657
SLC2A4,1.888050914
NLGN2,2.075596648
CHRNB1,1.65476354
ZBTB4,1.591200562
SLC35G6,1.337657779
TNFSF13,2.564012379
CD68,3.769448904
SHBG,1.374522919
EFNB3,1.705379483
KDM6B,2.255386305
CNTROB,1.987204942
AURKB,1.379686931
NDEL1,2.580754896
MYH10,2.409358758
RCVRN,1.7222533
HS3ST3B1,1.479673706
SREBF1,1.999008475
TOM1L2,1.865377365
DRC3,1.758560965
ATPAF2,1.769876221
GID4,1.704009972
DRG2,1.326684131
MYO15A,3.8976006
ALKBH5,3.248289896
LLGL1,2.630969778
FLII,2.599047772
MIEF2,4.768606877
TOP3A,1.965812879
SMCR8,2.327698903
SHMT1,2.415589615
SLC47A1,1.343690934
AKAP10,1.810193553
SPECC1,1.679023323
SPAG5,1.541211118
PIPOX,1.385693489
CRYBA1,1.374996399
CORO6,2.050508723
SSH2,2.387424113
EFCAB5,2.274482043
NSRP1,2.30210733
SLC6A4,2.279881719
TMIGD1,1.598220479
CPD,3.395212536
GOSR1,3.47564283
CRLF3,1.902951035
TEFM,1.571282217
OMG,1.547438013
RHBDL3,1.315971952
C17orf75,2.253599356
ZNF207,2.119855508
PSMD11,2.44315497
CDK5R1,2.341750046
CCL8,1.420616596
TMEM132E,2.204712066
LOC105371933,1.626462769
MRPL45,1.899491605
ARHGAP23,1.816246294
SRCIN1,1.453790588
CWC25,1.877194537
LASP1,2.591998177
PPP1R1B,1.606354613
TCAP,2.156941722
PNMT,3.272271728
PGAP3,3.431915669
ERBB2,3.123378084
ZPBP2,2.813863328
GSDMB,2.33919142
LRRC3C,1.428885382
GSDMA,1.322922552
PSMD3,2.418733195
CSF3,2.082925323
MED24,2.198841461
KRT25,1.332846019
KRT26,1.404327451
KRT27,1.470005327
KRTAP4-4,1.717944629
NKIRAS2,1.956952578
GHDC,1.658743583
CAVIN1,1.920276225
NAGLU,1.616795229
HSD17B1,3.218977442
COASY,3.647952617
MLX,4.120531372
PSMC3IP,4.049323656
RETREG3,3.470543979
TUBG1,2.723883011
TUBG2,2.114565273
PLEKHH3,2.854275425
CCR10,1.434671757
CNTNAP1,1.610656689
HDAC5,1.356794152
LOC105371789,1.542587455
UBTF,2.207629325
GRN,4.151075613
FAM171A2,5.193385619
ITGA2B,4.327776309
GPATCH8,2.592950652
FZD2,1.328253416
MEIOC,2.646506927
DBF4B,2.40944794
HIGD1B,1.505664488
EFTUD2,1.735134974
CCDC103,1.460434654
GFAP,1.925988554
KIF18B,2.903855019
C1QL1,1.931220637
ARHGAP27,5.544759122
PLEKHM1,5.783517403
LINC02210-CRHR1,7.963051888
CRHR1,4.659190748
SPPL2C,4.518604873
MAPT,5.233430604
STH,4.673359118
KANSL1,4.875712284
LRRC37A,4.367844404
ARL17B,4.430171676
ARL17A,5.819644704
LRRC37A2,5.819644704
NSF,5.042131285
WNT3,5.450280542
CDC27,1.714285203
ITGB3,2.397434654
EFCAB13,1.683534189
NPEPPS,2.132558242
KPNB1,2.377530069
TBKBP1,2.023312433
TBX21,1.941573976
SP6,2.021385862
CALCOCO2,1.660210795
ATP5MC1,1.550675907
GNGT2,4.322620728
ABI3,4.46293441
PHOSPHO1,2.903045961
ZNF652,3.876020244
PHB,2.480463172
NGFR,2.009834365
SLC35B1,1.541301732
ACSF2,1.603818095
CHAD,2.07612935
MYCBPAP,1.673541243
CACNA1G,2.223124552
SPAG9,3.968591536
TRIM25,1.439256699
COIL,1.535570072
CUEDC1,1.678062987
MPO,2.369286141
TSPOAP1,3.057052543
SUPT4H1,5.589120072
RNF43,5.816987321
HSF5,2.439215372
MTMR4,2.227389343
SEPTIN4,3.646410718
TEX14,2.843395246
RAD51C,1.997391356
PPM1E,3.472640102
TRIM37,3.543790845
SKA2,3.684164328
TANC2,4.39553696
CYB561,4.646955838
ACE,7.399702513
KCNH6,2.740358347
MAP3K3,1.328799378
STRADA,1.402052646
FTSJ3,1.487675887
PSMC5,1.737169365
BPTF,2.475928584
C17orf58,1.699940171
KPNA2,1.640880861
PRKAR1A,1.351152292
LOC100134391,1.885355661
CD300A,2.811015301
TMEM104,2.266505814
GRIN2C,2.135079736
KCTD2,2.866243568
GALK1,1.373474866
TEN1,1.358595303
SRSF2,2.350013215
TMC8,1.576656025
SYNGR2,2.050239293
AFMID,1.497217942
C1QTNF1,1.70007887
ENGASE,1.762873371
BAHCC1,4.938133028
ASPSCR1,2.345640534
CYBC1,1.339950776
MYL12A,1.523965841
PPP4R1,1.517540873
ANKRD30B,1.884090078
GATA6,1.806569276
RMC1,1.580506865
NPC1,1.71989989
OSBPL1A,1.622264422
RNF125,2.82631851
RNF138,4.914103189
ASXL3,2.353939531
GALNT1,1.359290047
RIT2,1.876442342
EPG5,2.049070735
SIGLEC15,2.139459016
ATP5F1A,2.277917521
RAB27B,1.335696568
ST8SIA3,2.159580879
LOC100505549,2.111542687
MALT1,1.340549705
TNFRSF11A,1.528429608
ZCCHC2,2.17423627
PHLPP1,2.98505965
CD226,1.943361903
FBXO15,1.475123758
TSHZ1,2.738095088
NFATC1,1.854461764
SLC66A2,2.119375024
MIER2,1.481012543
ODF3L2,1.672661503
FGF22,2.558446249
ARID3A,1.96297212
WDR18,1.979959326
GRIN3B,5.540399363
TMEM259,8.132990201
CNN2,17.85253151
ABCA7,18.54740811
ARHGAP45,9.790399299
POLR2E,9.383759244
SBNO2,6.18442653
STK11,1.392159109
CBARP,1.564283012
GAMT,1.85779831
C19orf25,2.31045833
UQCR11,1.446056322
ATP8B3,4.500216724
REXO1,8.301029996
KLF16,6.63126696
ABHD17A,3.138698629
ADAT3,1.958370492
SCAMP4,2.916891721
CSNK1G2,1.831826738
IZUMO4,1.718852958
PLEKHJ1,1.445862294
SF3A2,1.651111277
JSRP1,1.839741614
SPPL2B,2.33512308
HMG20B,1.865982354
LRG1,1.457137243
PRR22,2.182877744
DUS3L,2.10990888
NRTN,2.901529334
FUT6,3.799559924
FUT3,1.656946077
NDUFA11,1.989869723
VMAC,3.530089662
INSR,1.868092757
PEX11G,1.466990978
CAMSAP3,1.507393247
XAB2,1.73196055
PET100,1.6856271
PCP2,1.682103734
STXBP2,1.645833915
RETN,1.444192394
CLEC4G,1.408601449
CD209,2.292966637
CERS4,1.797457195
ICAM3,2.823069916
SLC44A2,1.624208402
QTRT1,1.561130687
SWSAP1,1.519202843
ZNF823,1.573667698
ZNF439,1.943209452
ZNF69,2.196863944
ZNF799,1.317557069
GADD45GIP1,1.666552726
NFIX,2.291273247
LYL1,1.613732958
ADGRE2,2.857331455
F2RL3,2.527345922
MVB12A,1.826930336
MAP1S,1.645963098
FCHO1,2.159949454
PIK3R2,1.340720979
GDF15,2.815282513
ISYNA1,4.595904226
FKBP8,2.888447046
TMEM161A,1.64088578
MEF2B,2.490125715
BORCS8-MEF2B,2.786429122
BORCS8,2.63339029
NR2C2AP,1.590404981
TM6SF2,1.842452574
SUGP1,1.351571678
ZNF101,1.746904414
NUDT19,1.480106408
TDRD12,1.610851642
SLC7A9,2.897875144
CEP89,2.399027104
FAAP24,2.195152094
RHPN2,3.215846488
HPN,3.063335487
KMT2B,1.850842494
PROSER3,1.730206956
KIRREL2,1.452532978
APLP1,1.537317558
LRFN3,1.330088348
SYNE4,1.345207601
RASGRP4,1.825976151
ACTN4,1.620386324
CAPN12,1.776945587
MAP3K10,1.513739588
LTBP4,1.512954601
AXL,1.650334016
RABAC1,2.041798727
CD177,2.352450778
LYPD3,2.265432176
ZNF575,1.434222996
XRCC1,1.558603397
PINLYP,2.398765953
