SYMBOL,avg -log10(p)
PLAUR,1.950394387
LOC105372412,2.416676512
IRGC,2.608165458
SMG9,1.471366069
KCNN4,3.293683421
LYPD5,3.709549334
ZNF283,2.510796468
ZNF404,3.495311705
ZNF45,3.524052926
ZNF221,4.95597009
ZNF155,3.343959324
ZNF222,1.563789631
ZNF224,1.438648134
ZNF234,3.065314741
ZNF226,4.184309376
ZNF227,5.158947272
ZNF233,2.874583802
ZNF112,1.878013621
ZNF285,1.733744778
ZNF229,2.886624943
ZNF180,2.486888988
CEACAM20,4.051395852
IGSF23,12.74555107
PVR,13.63672668
CEACAM19,11.78733392
CEACAM16,15.69769645
BCL3,13.3482076
CBLC,11.41737784
BCAM,36.04464779
NECTIN2,81.227627
TOMM40,81.56367425
APOE,72.66879769
APOC1,84.54096972
APOC4,15.84519556
APOC2,17.27341737
CLPTM1,16.20297309
RELB,20.41476646
CLASRP,13.61157047
ZNF296,7.094701771
GEMIN7,8.492903656
PPP1R37,15.56886418
NKPD1,10.27500077
TRAPPC6A,10.29410139
BLOC1S3,11.1612353
EXOC3L2,16.31640593
MARK4,6.242600062
CKM,7.111804673
KLC3,5.585551829
ERCC2,5.748295793
PPP1R13L,3.548622492
POLR1G,4.393242553
ERCC1,4.188609166
FOSB,3.972491715
RTN2,1.87079417
PPM1N,2.318638998
VASP,2.297173264
OPA3,2.067067901
GPR4,1.734622044
EML2,3.608599398
GIPR,3.06036327
SNRPD2,2.891664858
FBXO46,4.413009474
MEIOSIN,2.88342546
SIX5,4.496349824
DMPK,5.280115875
DMWD,4.75494955
RSPH6A,3.843261651
SYMPK,2.614286189
FOXA3,2.762263314
IRF2BP1,1.815699701
NANOS2,2.42981313
IGFL2,1.521491222
IGFL3,2.077793723
CALM3,1.433515368
PTGIR,2.540200552
DACT3,1.793897603
PRKD2,2.244094932
ARHGAP35,2.23207274
BICRA,1.802168307
CYTH2,1.999652703
IZUMO1,1.423935212
FTL,2.00172322
GYS1,1.39557953
SIGLEC11,4.629449904
FAM71E1,1.679832935
EMC10,1.476617765
JOSD2,1.479306904
LRRC4B,1.394621015
KLK13,1.64806848
CTU1,1.864231485
SIGLEC9,2.575673832
CD33,5.812754562
SIGLEC10,1.314401557
ZNF577,1.708009905
ZNF649,1.762556805
ZNF613,1.809780392
LENG1,1.694713135
LILRB5,5.841516887
LILRB2,3.195747043
LILRA5,2.214117054
LILRA4,1.92245042
TTYH1,1.861728888
LENG8,1.442613118
CDC42EP5,1.74977523
LILRA2,4.948345916
LILRA1,2.661867058
LILRB1,4.018317081
LILRB4,2.720134436
EPS8L1,1.435357604
TNNT1,1.803188457
COX6B2,3.585093472
FAM71E2,1.38141852
ZNF784,1.469454541
NLRP5,2.410128556
ZNF548,2.011243854
ZNF549,2.131337932
ZNF550,2.067100267
ZNF584,2.038559921
ZNF324B,2.215725143
ZNF132,1.583475986
ZNF324,2.659298161
ZNF446,2.185080168
ZBTB45,1.846093715
RBCK1,1.65728131
TMEM74B,1.686406935
LOC105372496,1.801645375
NSFL1C,1.385123867
SIRPD,1.409533084
SIRPA,5.408156589
TMEM230,2.274692065
PCNA,1.596176251
SHLD1,1.645469002
PLCB4,1.316232739
DSTN,1.529661193
RRBP1,2.479891038
CST8,1.617449073
CST9,1.460146382
BCL2L1,2.140267432
TPX2,1.897360516
MYLK2,1.627161613
NOL4L,1.566534199
DNMT3B,1.574677762
MAPRE1,2.575755578
EFCAB8,2.945310357
SUN5,3.387512836
LOC105372714,1.319845858
CBFA2T2,1.586381758
NECAB3,1.750312572
PXMP4,1.336421561
ITCH,1.516327136
DYNLRB1,1.388914267
MAP1LC3A,1.429784072
PIGU,2.174048373
TP53INP2,1.700013564
NCOA6,3.713521075
GGT7,2.444724129
ACSS2,2.754684784
GSS,3.007366965
MYH7B,2.009820568
TRPC4AP,1.843397555
PROCR,1.47839125
FAM83C,1.578791066
GDF5,1.490085442
SPAG4,2.814769584
CPNE1,1.363652545
RBM39,1.40471326
GHRH,1.499132582
MANBAL,2.015171182
LBP,1.56017672
TOP1,3.105988715
PLCG1,1.795880017
ZHX3,1.913889426
LPIN3,1.93771893
EMILIN3,1.969886247
CHD6,2.083025211
PTPRT,1.918905105
RIMS4,1.603608838
STK4,1.630116511
KCNS1,1.510168033
WFDC12,1.604900863
PI3,1.691905348
SEMG2,1.708653353
MATN4,1.574107276
SDC4,2.116810016
SYS1,2.002534978
TP53TG5,2.433114891
DBNDD2,2.418755975
PIGT,2.329577867
EPPIN-WFDC6,1.475409171
EPPIN,1.531091699
WFDC9,1.61067365
WFDC13,2.359816808
SNX21,3.343738848
ACOT8,2.651948387
ZSWIM3,1.373177351
PLTP,2.917250523
PCIF1,1.574759321
ZNF335,1.904307717
MMP9,2.024696374
SLC12A5,2.677119427
CD40,1.351259538
PREX1,1.947382999
ARFGEF2,1.671905942
STAU1,1.565958317
DDX27,2.011102301
ZNFX1,1.834014177
KCNG1,1.465352104
NFATC2,2.689434128
ATP9A,1.804080492
CASS4,7.125690835
RTF2,4.045313772
GCNT7,3.67842228
FAM209B,1.75359991
NPEPL1,2.056673694
ADRM1,1.534825422
LAMA5,2.208983416
CABLES2,1.333482019
CHRNA4,1.487956314
EEF1A2,1.75728469
HELZ2,2.256717633
GMEB2,1.707943395
RTEL1,1.326601209
TNFRSF6B,2.291927695
ARFRP1,1.603242882
ZGPAT,1.730743973
LIME1,1.708808811
SLC2A4RG,2.062838315
ZBTB46,1.956912928
ABHD16B,2.169867253
TPD52L2,2.110987741
TCEA2,1.40161444
RGS19,1.410061563
OPRL1,2.952880961
NRIP1,1.523516178
USP25,1.501510251
APP,4.021313054
CYYR1-AS1,1.531032692
CYYR1,1.781175761
GRIK1,1.484112916
IFNAR2,4.792015753
IFNAR1,1.637404442
SON,1.702502114
DONSON,2.897257664
CRYZL1,1.529604211
ITSN1,1.692846398
DOP1B,1.993576747
HLCS,2.087421936
DSCR4,1.355138155
MX1,2.555377571
KRTAP10-10,1.602999175
BCL2L13,1.56514379
BID,1.547722767
C22orf39,1.481222931
GP1BB,1.306598454
RTL10,1.924380054
TMEM191C,1.872635999
UBE2L3,2.989638337
YDJC,2.729230402
LRRC75B,1.332986233
NEFH,2.680456742
NF2,1.631415628
CABP7,1.354410726
ASCC2,1.525696303
MTMR3,3.416404532
HORMAD2,2.876638441
PLA2G3,2.128117798
RNF185,3.240982195
LIMK2,3.473919308
PIK3IP1,2.689816672
PATZ1,1.374862537
DRG1,2.892518681
EIF4ENIF1,2.551912333
SFI1,2.707300997
PISD,1.588531819
PRR14L,2.192437914
C1QTNF6,1.734027169
SSTR3,2.045617574
TRIOBP,2.700038419
LOC102724378,2.500931815
H1-0,2.658981172
GALR3,2.407379746
PICK1,1.587169997
KCNJ4,1.622511617
KDELR3,1.547462256
DDX17,2.585093472
DMC1,2.72941432
FAM227A,3.020565449
CBY1,2.105180138
TOMM22,2.795256167
JOSD1,2.896196279
GTPBP1,3.535838458
SUN2,3.002526241
RPL3,3.124105691
SLC25A17,1.710589439
DNAJB7,2.024488963
LOC100996598,2.31305108
PNPLA5,1.654214718
PNPLA3,1.837495335
SAMM50,1.351854749
ATXN10,1.397072287
LOC105373071,1.502034261
BRD1,2.124446815
HDAC10,1.324551628
IL10,4.463673533
HLA-DRB1,12.9106485
ABCB1,1.734191982
BDNF,1.567062762
COMT,1.405596399
PTEN,2.101026821
SNCA,2.023255804
MMP2,1.753230685
SERPINE1,1.314141868
SOD1,1.59238818
APOA1,1.440248935
AGER,2.558571963
SP1,2.602474217
CD14,1.84103474
EP300,3.224667656
HBA1,1.612663574
IL2,1.382129843
EGF,1.328577209
TARDBP,2.513711239
CXCL10,1.625992146
CDK1,2.890081388
PCSK9,3.918076896
DPP4,2.741506389
NF1,1.393564889
DNMT1,1.350139632
NQO1,2.204570716
IL15,3.316263714
CYP21A2,3.183812616
VEGFC,1.466723762
FYN,1.551000128
NOTCH3,1.477347147
EGR1,2.471764829
PAH,1.625893491
BACE1,1.536973479
APOC3,2.041737217
CAT,1.913360727
ZEB1,2.044187222
PGF,3.885138395
SERPINF1,1.340892321
ROCK1,1.388988711
RXRA,1.336515805
PTPN6,1.822434644
RYR1,1.883581712
AQP4,1.76017518
HBA2,1.704564858
PTPN1,1.320081755
HSF1,1.702458332
ACTB,3.597497887
TPH2,1.500244205
CHUK,1.421418089
TTN,1.394511791
GAPDH,1.937944753
CTSD,1.428792118
ADAR,1.885322309
CD38,3.206555001
NRP1,2.436376546
IFNA1,2.237441465
WWOX,1.833602558
HDAC3,1.439507533
RHO,1.708919887
PRKCE,1.447587326
TGFB2,1.484271828
ACTA1,1.589577093
STUB1,1.569715269
AKT2,1.652104307
COL7A1,2.255738319
CUL1,1.49224522
THY1,1.608324047
TEK,1.720972698
RARB,2.017792106
PDCD4,3.148919075
IGF2BP3,1.461702815
TG,2.462373858
SERPING1,1.934382944
SDHB,2.091201571
CIITA,4.252445522
CDK6,2.247993014
ADRA2A,3.112739547
WFDC2,2.048653546
MDM4,1.382674584
HNRNPA1,1.674422768
CCNT1,2.835764144
NCOA1,1.95284925
FSCN1,3.384361447
RARRES2,1.303268026
SKP1,1.789842062
VAV1,2.402195158
TRIM5,3.98854183
SCN4A,2.089081333
BCAR1,2.00489435
SOS1,1.652162791
MUC5B,1.866173786
C4B,2.827676819
ENO1,1.397657809
HMGCR,1.341797747
APOA4,2.484881408
NEDD4L,2.182143876
PRLR,3.112475912
CHRM3,2.866526511
SIRT6,2.083551316
KIF11,1.415736639
HSPA9,2.079423989
GNRHR,1.985689519
THRA,2.544561358
ABCB4,1.378408324
CXCL9,1.717904717
CD63,1.709542436
HNRNPA2B1,3.90430658
DKK3,2.719649307
HLA-DRB5,8.744057549
RTN4,1.897154836
BAG1,1.699122034
MYOD1,2.12782041
ACAN,3.290297206
KRT14,2.661543506
CBX5,1.85843838
CCK,1.584909742
CLDN4,1.347773004
IFNA2,2.340388008
MEF2C,5.363751183
MYO7A,1.412839265
TMEM173,1.522603779
FCGRT,1.482553366
DEFA1,1.596039169
RORA,3.293394102
RAB7A,1.33170729
FPR1,2.531808585
ACP1,2.930318181
GABRA1,1.558996516
CD19,1.709943118
PRKAA2,1.662301194
ACADM,1.580539927
PROX1,2.101048492
PEPD,1.509086842
KRIT1,1.77162531
FST,2.835686448
UBE2N,4.051723996
CLEC7A,1.30477232
LIPG,2.290930969
MASP2,2.129578536
TPT1,2.415951612
RPE65,1.363341629
AXIN2,1.933264205
NPPC,1.493143345
OAS1,3.395813635
CREM,1.630988346
LAT,1.683568331
KRT17,2.629431401
ILF3,1.392748768
INHBB,2.837196708
GCLC,1.437279001
CALB2,1.609117859
TRIB3,3.59453411
POLK,1.675182725
ST6GAL1,1.489978067
P2RY1,1.643993275
ING4,2.287904001
LTC4S,4.47054427
AOC3,1.645949214
CHRNB2,2.497941777
ADAMTS1,1.36776548
YES1,1.821138113
LAMB3,1.875756691
CXCL11,1.635233849
RPS6,1.44408371
CEL,3.103003321
CSPG4,1.463946845
UGT2B17,2.881140305
TRPS1,3.341051606
ABCG8,2.170079156
CUX1,3.108627101
CDCP1,1.596520621
CCN3,1.49296764
FBLN5,3.37013811
G6PC,3.178002009
CXCR5,3.165789182
GPX4,5.404138429
PCBP2,1.595953514
SLC1A5,1.320417675
ATP1A3,2.025327146
MMUT,1.353449246
TAGLN,1.440033559
HNRNPL,2.422668465
CKB,2.701671012
PDE4B,2.38998942
ABCG5,1.600275273
SRPK1,1.676809799
CBX3,3.913383305
PTPRJ,2.197137373
CALM2,1.307470328
SEMA4D,1.96297212
ADAMTS5,1.94516997
ETV4,1.643897622
CCR4,1.325653339
PDIA2,1.590083776
CALCRL,1.826864404
STXBP1,1.500271689
MIP,1.379645291
APBB1,1.524270716
GBP1,1.324982798
AIF1,3.121570128
SMYD3,1.95869748
RANGAP1,3.492844959
ASPM,1.662860337
AHCY,1.925183559
CARTPT,2.69534319
MMP19,1.5147756
SNRPN,1.370977973
SLC14A1,1.575297996
F13B,1.626150492
KRT9,2.417198282
CTH,1.457909388
SLC23A2,2.433118975
WWP1,1.416087438
MAP3K11,1.751168807
TBX1,1.852200051
DIRAS3,4.022143841
SRA1,2.535994262
S1PR3,1.735205781
HNRNPH1,1.342103158
NAPSA,1.5892565
NUP62,1.33011621
CRY2,4.397624358
LIG3,1.600655152
PURA,2.829634356
CRX,1.76990888
CAMK4,2.374600048
KCNA2,2.237764207
AKAP9,1.387640052
PRKRA,2.907314437
MARK2,3.036785609
AMHR2,2.757649116
PSMA3,2.247319334
PAX4,3.078865195
S1PR2,1.68968912
RCOR1,1.526542227
FSTL1,1.56437857
BPI,2.817956454
PTGFR,1.965732603
TCF7,1.611241812
TRPC4,1.311882866
CD79A,1.488825451
PHB2,1.802195847
ELP1,1.486090212
FKTN,2.452163784
TRIM22,2.926707893
MBD4,1.8273387
USP14,2.072326866
GIT1,3.142215349
ABCE1,2.771000419
NOB1,2.192018203
RDH5,1.653803556
ETF1,2.532794491
MUC6,2.059613026
PIP4K2A,2.701987154
JMJD6,1.511689058
WWP2,2.519978289
POLR2G,1.648203693
RFC1,1.328521684
ATP2B2,1.568378952
PLCB2,1.472318554
PCSK5,2.305307577
ADH4,1.361980234
SEPT4,2.295986831
CD48,1.329234789
PIWIL2,1.656374805
TRIO,1.518743742
ETV5,1.629560934
HOPX,1.876376995
CAMK2D,1.375800438
DAB1,2.254339774
ARHGEF1,1.621384098
TACR3,1.739189509
PTP4A1,1.395903606
ATF5,1.315576575
KRT16,2.779107751
TXNRD2,1.587825156
HSPA6,1.404481733
PLK3,2.72621192
NCS1,1.847222585
RPS14,1.526556827
HEPACAM,1.690731896
COL4A3BP,1.509269192
SCTR,2.367333012
PDE6B,1.688818514
PIP5K1C,2.507330824
GALE,1.326159226
EEF1D,1.415849769
SIM2,1.867164196
LAMA4,1.479097441
WIPF1,2.232606636
DGAT1,1.581881084
MRC2,1.451009006
SALL1,1.908016668
BST1,1.444869261
MARCO,1.748118545
TAF4,1.720515571
GKN1,1.489964646
DNAJC5,1.417641145
HIST1H4I,1.306053322
OTUB1,1.800601398
H1F0,2.410474853
LILRA3,2.74977523
SERPINB7,1.421452471
AP2A2,4.799915431
EHD1,1.479699918
SCAP,1.527170443
FGF5,1.386633944
MYCL,4.298753207
MAP3K2,1.563346385
TRPM1,1.548935431
CFL2,1.311010985
POU2AF1,1.733063089
EIF3H,1.496917835
SMTN,1.655588075
SH3GLB1,1.446298978
SF3B4,2.453037098
CCT4,1.757235022
PCSK7,1.725241946
GTF2F2,2.200390685
SEC23B,1.857329022
GRK3,1.351201037
FOLR2,1.350470434
CRMP1,1.459296728
SERPINA10,1.499283376
CENPC,2.837047471
IFNA17,1.510674449
PMEPA1,2.56474507
HARS,1.82239024
VNN1,2.154839922
FXYD5,1.760925862
MAPRE2,1.790042445
MATK,1.836540448
LGR4,1.313265445
SRXN1,1.845423883
CLEC1B,1.549442991
SUGT1,2.458708066
CKAP2,2.370755467
ATG12,1.414043217
CLN6,1.927456014
AGPS,1.507030195
PPL,2.878505814
EPHA5,1.618921037
NEFM,1.377713428
CLEC3B,2.093388855
CFHR5,1.698427475
NUDT21,2.271427097
SLITRK1,1.544454739
RBFOX2,1.790002704
ASIP,1.520640667
ASIC2,3.323225041
IFNA8,4.470631283
DPP9,1.358595303
PFKFB4,2.262219152
DLST,4.478217494
SCG5,2.548625073
PFKFB2,1.714870445
HOXD3,1.973690503
SMOX,2.422293818
CAPZB,1.761351825
ZNRD1,1.723354406
PAPSS1,2.456997503
CRYM,1.30855601
AGXT2,2.628299383
SNX27,1.919662177
MAP3K20,2.12386302
DMRT1,1.622566248
RGS16,2.489609699
PKP4,2.27358253
ELL,5.150968314
PTPN23,1.56158424
SMPD2,1.47233144
MCC,1.520251985
PTPRE,1.942676295
TUBB2B,1.747875447
SV2A,2.385198878
IFNA13,1.768912879
SHOC2,2.69291202
NUB1,1.451352662
IFNA10,1.46459194
DNAH5,2.525987815
CERK,2.039020544
SRPK2,1.619824951
CHRNA9,2.993415467
MARK3,2.408501315
ORAI3,1.855145693
OAS2,3.741045391
MTMR2,1.986025823
CYP51A1,1.426803379
DUSP10,1.37788964
FIG4,3.510815489
RPS8,2.092346835
RPL13A,1.482526981
OAS3,3.363358934
PGM3,1.357159715
ETFB,1.434553617
RSPO2,3.186672591
DAPK2,2.840513025
IFNA14,3.088698595
G0S2,1.309750744
UCN2,1.919914915
SAR1A,1.837286274
RGS9,1.958451
TPBG,1.571589808
DLX2,1.459370252
BCAR3,1.471108998
RPS11,1.741099443
RGMA,2.678441199
SIGLEC5,1.92277749
ELF5,1.936168867
CNMD,1.99161277
THOC1,1.516883622
ARL2,2.237006518
ARPC1B,2.104450389
HBZ,1.998179783
BBS2,2.058195493
IFNA5,1.553975715
UQCRC1,1.844269329
NOP58,1.428384324
LMTK2,2.350629887
EXTL3,2.149163917
INVS,1.897943807
HOXD9,1.655607726
KLB,1.468150813
B3GLCT,1.333351002
KIF15,2.136652518
RPL14,1.673500285
RNF5,2.174944067
PDZK1IP1,2.108484843
MRPL58,4.196508743
CDCA5,1.602285883
PIK3C2G,2.684164756
RAB22A,1.589037282
TRIM44,1.306448914
IFNA16,1.554255724
MYL1,1.898803014
MARK1,1.953856159
SLC25A11,3.396574223
IFNA6,1.974489327
MT1E,1.812112822
TNIP2,1.619210085
IFNA7,1.344506204
ALKBH2,1.608218315
TRIM3,3.305166747
CLEC12A,1.40836784
MED13,2.693553526
LRIG3,1.757980635
SOCS5,1.524881109
CTNNAL1,1.914816492
SLA,2.295231954
PDS5A,1.621231956
UGT2B10,1.414437759
CLPS,1.313819711
FMNL2,1.656946077
DLGAP1,1.686048459
ACADL,2.249599614
CRNN,1.454618652
CCNY,2.436766672
ARF5,2.744052451
CD3EAP,1.386623365
LPO,1.781123285
YTHDC1,1.6483003
ITGA8,1.404978013
CPSF4,1.760400248
HIVEP1,1.627621992
PLXND1,1.96405022
COL16A1,1.790672684
LUC7L3,3.31475104
B4GALT7,1.778768387
GPR132,1.819530038
PBX2,2.59016828
FAU,1.317223354
EIF2B3,3.028960851
CBLL1,1.425783473
DEFA1B,2.164017883
SCGB3A2,1.521101778
TICAM2,2.032653773
SLC26A9,2.550028189
PAFAH1B2,1.585277279
GBP2,1.394791954
TMC6,1.362220171
CABYR,1.524663013
ANAPC10,2.766005504
CRTC3,1.840964109
GNS,1.902083591
FAM161A,1.707013333
FLG2,1.46722015
SULT1C2,1.485771113
DDX43,1.544287418
VPS33A,1.573879291
SPATA7,2.922918179
WHRN,1.745500261
SLC45A3,2.056715394
TLK2,1.331278706
RNF216,1.549350663
TMPRSS15,1.627488617
MLPH,2.751955557
MFSD2A,3.826056563
IK,1.810827928
MFF,1.780106068
SOSTDC1,3.604586233
CHMP4C,1.314706219
BOP1,1.553012618
CEP152,1.33293949
CEBPZ,2.990500938
KLF7,1.96385037
NCAPD2,1.450151056
POLR1D,1.398961802
IFNE,2.042780735
VARS,1.4527916
DNAJC7,1.450224528
RGS20,1.473441046
CEP57,2.787359686
ZP4,2.354459839
C12orf65,1.50420598
GREM2,1.331362526
UHMK1,1.556705713
PRR11,1.506068178
ZNF521,2.292216987
SGMS2,1.553726969
NUP50,1.3913884
DYNC1LI1,1.396541663
GNAT3,1.577754975
CRIP1,3.163308852
CFHR4,2.923911865
FAM3B,1.347308953
USP24,3.798439022
CSTF1,5.996581182
LPCAT3,1.539162271
PJVK,3.185259773
ANKHD1,3.207873816
MUCL1,1.900112273
NME4,1.707300997
UBA6,2.386917342
TFB1M,1.344919219
KLLN,2.28675382
RNASEH2B,1.479359285
BTN2A1,1.503374782
ZNF384,2.721658031
HOXD4,2.605408247
FNBP1L,1.51609904
LIN7C,1.986614982
HCAR3,1.395190958
DUSP26,1.583775683
SLC29A4,2.830531302
JPH2,1.452680743
AMN,1.364104271
BFSP1,1.518071511
DND1,1.784121611
NRN1,1.441543441
NR2C1,1.866684683
SLC2A12,1.355975221
VOPP1,1.33906815
CREB5,4.325356801
ERLIN1,1.682124622
NTM,2.541509148
SEPT12,1.982257336
BTN1A1,1.369557131
PSG9,1.354067096
CRIP2,2.368322911
CDYL,1.368789676
ARAP3,1.558744879
ENO3,3.213137292
DIS3L2,3.382203863
MUC8,2.708342604
SH2D1B,1.605793555
CREB3L3,1.627474618
ENTPD3,2.24842069
YTHDC2,2.653295038
CPNE3,1.608535588
ATF6B,2.426756968
CHST15,3.08067349
AGPAT1,2.406182469
SLC9A8,3.095364582
MAP6,1.497067863
NAT8,1.314706219
PTCH2,2.109444857
SLC35C1,3.094512968
BLOC1S1,1.415035891
DTNB,2.457432722
ATP5PD,3.7780644
TMPRSS11A,3.142176542
PPP1R11,1.413457702
EMG1,1.642027059
ADAMTS14,2.703948463
YBX2,1.68296097
ART3,1.532579812
NVL,1.86780437
L3MBTL2,3.452554922
ZC3H14,2.729298593
NPTX1,1.508414212
HTR3C,1.386380137
TAS2R1,1.47598056
ARFIP2,2.182963774
ODAM,1.59311933
NFE2L3,4.014835971
GPR87,2.494163872
CDK20,1.629098495
ARPP19,1.600153287
KDM3B,1.72551886
PTPN21,2.827246992
SPATA2,2.849516861
POLR3D,2.184953824
GBP5,2.485505272
MRAP2,1.320644795
ADAMTS6,1.746589295
AATK,1.616076971
ZNF175,1.343374829
DYRK3,2.426082184
COL22A1,1.325818837
RFX3,1.684113584
YOD1,1.793282037
IFT122,2.316970983
CYP4Z1,2.450697607
ECH1,2.313470833
VPS36,2.398633861
UBN1,1.695509472
WIZ,1.646911235
COLGALT1,1.333884677
HOXD8,2.336770365
GNB1L,1.537572052
NUPL2,1.307787808
STARD10,1.739570824
TTC8,3.169323418
ADAMTSL3,3.35800575
GPRC5B,3.71905334
RNF139,2.080853891
CENPO,1.697734597
EXOSC7,1.998179783
STARD7,2.448318277
DDX25,1.362050202
FLRT2,2.135898488
ELSPBP1,1.85216915
ZAR1,1.376843783
COLEC10,1.30895389
PPT2,2.528312323
STAP1,1.910236146
STRN4,2.274284334
SYPL1,3.119306712
BCL9L,1.919533104
ACRBP,2.483255671
ZC3H15,1.539598348
MARCH7,2.049995584
ZDHHC3,1.549012295
LIN7B,1.726258164
RBBP9,1.515557792
DCANP1,1.798029658
PCSK4,2.047034396
SAMSN1,1.80106813
UAP1,2.894631627
HARS2,1.857361427
TEX10,1.433267971
EIF4EBP3,2.612618803
AQR,1.523501681
SH3BP1,1.473040745
NT5C,3.073130731
GPR161,1.59744632
PUS10,1.422404809
THSD1,3.056739723
MESD,1.435227446
PEF1,1.554785124
GCC1,2.748994827
TBC1D7,2.656994262
ZNF23,1.536540029
MPIG6B,1.507980358
YLPM1,3.975839992
MGAT4B,4.463669883
EFL1,4.237786733
BOLA2,1.323708871
RPE,2.306883159
SNX15,2.639065948
POLR3F,1.362320183
ROGDI,2.147727444
PGGT1B,2.152493746
TAF6L,2.285293121
GTF3C5,2.986018586
FBXL7,1.471700488
VAX1,1.303748484
NAPRT,1.606898831
BMS1,2.41031856
HBQ1,1.62677527
ARHGAP15,1.558320571
SHC4,3.185392861
FAM129B,1.319138937
TSR1,1.717287277
AKNA,1.62107545
ZNF74,1.83271221
USP30,1.399931465
DERL3,1.684344475
PDZD7,1.790860464
CLP1,1.456118122
RAB6B,2.205254102
RSPH1,1.400575471
APOL6,1.634380998
NKTR,1.670805585
NDUFA12,1.33016265
RNPC3,1.392201966
CHID1,4.905430809
MYDGF,1.826901182
PPP1R1A,1.510308645
ADGRE1,2.219056545
OR7D4,1.518872815
ABHD16A,2.414726886
MRPS23,1.477112569
TCP10L,2.62107545
STK40,1.51574288
SSSCA1,1.789413975
KRT34,1.579697615
PLEKHA3,2.269177364
FBXO25,1.63830993
ABLIM3,1.470325873
PIGG,1.704279
ARHGAP11A,2.605483437
TIPRL,1.7932011
COLCA1,2.847100404
SEPHS1,1.342513892
ARHGDIG,1.501455128
INTS2,3.177576913
SCAF4,1.709030991
ATG2A,1.492022759
ADAD1,1.606424797
SHKBP1,1.557347802
CACTIN,2.535109281
PPP4R3B,1.43993787
EVI2A,1.462735141
GBX2,1.315477788
RALGAPA1,1.469813113
ARPC1A,2.728878944
RRS1,1.396119792
ZMYM4,1.779525794
CCT6B,2.466507566
FCGR1B,1.436246083
KLHL9,2.038066598
CSMD2,1.871600731
KRT83,1.637216037
SIGLEC14,1.312890375
GNG4,1.323626515
DCLK2,1.97637721
CHP2,1.717128755
TSPAN5,1.889041488
LYPLA2,1.482764503
KRT33B,1.787386303
ACSM2A,2.288216945
TRIM34,1.786322898
HBM,2.376130732
ARAP2,1.566454169
ARL6IP4,1.478234474
SIDT2,1.605460769
RUNDC3B,1.584525832
BBIP1,2.823416819
LHFPL5,1.798985442
MRPL42,1.807267935
AOC2,1.441267436
NFATC2IP,1.584609262
SDF2L1,2.831244649
GLYR1,1.8810082
EDEM2,2.009554583
ADAM29,1.910801633
TUBGCP5,1.874063533
QPCTL,4.699122034
REEP6,2.56802362
MBIP,1.44088372
ZNF622,1.958054928
PLEKHA6,2.051367008
TRIM35,4.436398513
FBXL18,2.396682377
PDAP1,2.040786833
MPHOSPH9,1.434081378
TMPRSS11E,1.598427154
XYLB,1.403172075
AFG1L,1.503873294
SHISA3,1.44789174
SPATA12,1.839501456
APBB3,2.58904598
TSHZ2,2.215916148
H1FOO,2.027963874
SLC43A1,2.279443809
NPFFR1,1.34738626
RRP15,1.503277867
STK35,1.609011933
OSBPL6,1.326223654
RAB36,1.320136211
EGFL8,2.485864159
COL23A1,2.330326003
KANSL2,2.908644696
OCM,1.491995792
SLC2A7,2.336628925
RTN4RL2,2.999392413
RNF122,1.301864643
CLK4,1.664602283
BUD31,2.336214297
AMIGO2,1.869151817
MRPS5,1.322201489
UMODL1,1.69011444
SH3YL1,2.881986955
METRNL,2.106038608
OGFOD1,2.114814117
TBX10,1.392727312
CYP4A22,2.101471151
MTF2,1.734875447
SCYL3,1.589054141
STBD1,2.725653864
REEP2,2.426223593
OAZ3,1.878225394
SMC1B,1.477164686
PPP1R14C,2.39864003
RNF167,3.460300305
C1orf116,1.345092225
MRPL9,1.895946773
CPNE8,1.443709563
BTG4,1.345149909
ALDH3B2,1.31238187
SNX19,3.140393811
LRRC8D,2.825416911
EVI2B,1.590929562
CMTM7,2.516071726
ZFP64,2.71014095
HFM1,1.664060931
TBATA,2.578184903
LRRN2,2.286123747
NMUR1,1.495264885
SNX33,1.476513668
MAIP1,2.653236401
PRDM15,1.490434597
DECR2,1.994810557
SLCO6A1,1.513427849
SELENOM,1.702392668
IFFO1,2.583709066
INTS4,1.735371042
KIAA1671,2.458500744
MMD,1.613001927
CCNB1IP1,1.343192933
ATG16L2,1.570619209
COLCA2,2.864199717
CNTNAP3,1.789868832
TBPL2,1.864009153
UCKL1,1.36819109
TCAIM,1.883093532
TMED7,2.372028698
SLC16A5,3.422551283
FKBP7,2.798411719
ISG20L2,1.386221583
ACOXL,1.721136276
PCDHA1,1.493897688
WDR24,1.409838327
TRAPPC8,1.452016195
CYREN,1.402326749
PLA2G2F,1.669870438
TSKS,1.306704043
RHBDL1,1.658051354
APOPT1,3.113349907
BEST4,2.285393654
ZFPL1,1.669444191
BBX,1.387300892
MVB12B,2.532268909
LDAH,1.549581519
WDR91,1.305210594
ELP6,1.536360797
TRMT61A,3.518696325
SMG8,1.349245782
TSSK1B,1.967220121
FCRLB,1.931331857
SHISA5,1.499434223
GALNT8,2.115046122
BPIFB2,1.747535339
RCOR2,2.870356982
CPPED1,1.421681799
SEC22A,1.640904776
TIMM10B,2.095674034
FRYL,1.32540521
GCAT,2.304194475
ACY3,1.573846732
CST11,2.647723337
ADAMTS19,2.038483989
ELMOD2,1.40503319
CENPQ,1.776478101
PPP4R4,1.571185128
PCDHA3,1.54453884
